name,city,state,lat,lng
Hayward / Mission Blvd,Hayward,CA,37.6285,-122.045
Park City / Belvidere Rd,Park City,IL,42.3475,-87.8875
New Castle/Dupont Pkwy &Mem Dr,New Castle,DE,39.7087,-75.5657
Las Vegas/S.Rainbow &SpringMtn,Las Vegas,NV,36.1286,-115.243
Mountain View/N.Rengstorff Ave,Mountain View,CA,37.4151,-122.093
LA / Venice Bl & Cadillac,Los Angeles,CA,34.0372,-118.375
Decatur/Flat Shoals Rd & I-285,Decatur,GA,33.7001,-84.2684
Atlanta/ S. Cobb Dr SE & I-285,Atlanta,GA,33.8244,-84.4876
Downey/Bellflower&Imperial Hwy,Downey,CA,33.9203,-118.125
Vallejo / Lincoln Road W.,Vallejo,CA,38.0796,-122.234
Lynnwood / 180th St SW & 99,Lynnwood,WA,47.8351,-122.305
Kent Midway/ Pac Hwy/ 256th St,Kent,WA,47.371,-122.301
Kirkland / Eighth St,Kirkland,WA,47.681,-122.193
Federal Way/ Pac Hwy/ 348th St,Federal Way,WA,47.2912,-122.318
Tampa / S. Dale Mabry Hwy,Tampa,FL,27.8916,-82.5057
Burlingame / Adrian Rd,Burlingame,CA,37.5996,-122.378
Miami / Cloverleaf-NW 4th Ave,Miami,FL,25.9298,-80.2091
Pinole / San Pablo Ave,Pinole,CA,38.0045,-122.313
South Gate/Firestone&Atlantic,South Gate,CA,33.9515,-118.18
San Jose / Mabury Road,San Jose,CA,37.3633,-121.876
La Puente/Valley Bl &Puente Av,La Puente,CA,34.0437,-117.988
San Jose / W. Capitol Expwy,San Jose,CA,37.2764,-121.844
Milwaukie / Hwy 224 & 40th Ave,Milwaukie,OR,45.4376,-122.622
Portland / N.Lombard-St Johns,Portland,OR,45.5865,-122.733
Aventura / Biscayne Blvd,Aventura,FL,25.9718,-80.1448
Chicago/ N.Clark St & Montrose,Chicago,IL,41.9627,-87.6666
Palatine / E. Dundee Road,Palatine,IL,42.1387,-88.0112
Williamsville / Transit Road,Williamsville,NY,42.9802,-78.6955
Amherst / Sheridan Dr,Amherst,NY,42.9788,-78.7979
Simi Valley/ E Los Angeles Ave,Simi Valley,CA,34.2713,-118.706
Spring Valley/New ClarkstownRd,Spring Valley,NY,41.106,-74.0305
Van Nuys / Balboa Bl & Rosco,Van Nuys,CA,34.2197,-118.501
San Lorenzo / Hesperian Blvd,San Lorenzo,CA,37.6802,-122.128
Chicago / W. 47th St,Chicago,IL,41.8079,-87.7073
E. LA / Cal State LA,Los Angeles,CA,34.0611,-118.177
Portland / Parkrose,Portland,OR,45.5555,-122.523
St Petersburg / US 19,St Petersburg,FL,27.7566,-82.6789
NE Dallas / LBJ & Skillman,Dallas,TX,32.8989,-96.717
Miami Gardens / NE 5th Ave,Miami,FL,25.9453,-80.1877
Grand Prairie/ I-30 & Hwy 161,Grand Prairie,TX,32.7582,-97.0281
Joliet / W. Jefferson St,Joliet,IL,41.5217,-88.1491
Bridgeton / Pennridge Dr,Bridgeton,MO,38.7613,-90.4283
Portland / SE 92nd & Flavel,Portland,OR,45.4689,-122.568
Houston/Southwest Fwy&Wilcrest,Houston,TX,29.6508,-95.5708
Milwaukee/Brown Deer Rd & 91st,Milwaukee,WI,43.1786,-88.0215
Orlando / W. Oak Ridge Rd,Orlando,FL,28.4728,-81.4024
Lauderhill / N State Road 7,Lauderhill,FL,26.1447,-80.2026
Orange Park / Blanding Bl,Orange Park,FL,30.173,-81.7455
St Petersburg / Joe's Creek,St Petersburg,FL,27.8131,-82.6807
Maryland Heights/Page Service,St Louis,MO,38.7002,-90.4238
Independence / E. 42nd Terr S,Independence,MO,39.0445,-94.4201
Cherry Hill / Dobbs Lane,Cherry Hill,NJ,39.8802,-75.0087
Edgewater Park / Rte 130 South,Edgewater Park,NJ,40.0515,-74.8962
Beaverton/SW110th Ct Off Denny,Beaverton,OR,45.4726,-122.788
Markham / Rt 30 / S. Pulaski,Markham,IL,41.6003,-87.7126
Houston/ 290 & Fairbanks,Houston,TX,29.8561,-95.5171
Portland / Rose Quarter,Portland,OR,45.5373,-122.67
Aston/ Market St & Route 322,Aston,PA,39.8498,-75.425
Fort Worth/Camp Bowie& L.V.Trl,Fort Worth,TX,32.7247,-97.4623
Greenfield / Hwy 100 & Layton,Greenfield,WI,42.9581,-88.047
Altamonte Springs,Altamonte Springs,FL,28.6628,-81.3551
West Seattle / Delridge Way SW,Seattle,WA,47.5381,-122.361
Elmhurst/W. Lake Frontage Rd,Elmhurst,IL,41.9179,-87.9474
LA / Silverlake & Virgil,Los Angeles,CA,34.0755,-118.287
Lawrenceville / Brunswick Ave,Lawrenceville,NJ,40.2628,-74.722
Richmond / Carlson Blvd,Richmond,CA,37.9266,-122.339
Liverpool / Oswego Rd,Liverpool,NY,43.1262,-76.2189
Rochester / East Ave,Rochester,NY,43.1457,-77.5598
Pasadena/E Beltway8S &RedBluff,Pasadena,TX,29.6844,-95.1539
Oakland / Hegenberger Road,Oakland,CA,37.7483,-122.196
Saratoga / Sunnyvale Road,Saratoga,CA,37.2897,-122.033
Randallstown / Liberty Rd,Randallstown,MD,39.3707,-76.8033
Plano / K Ave & Park,Plano,TX,33.037,-96.7005
Houston/Fondren Rd & Belfort,Houston,TX,29.648,-95.5093
Irvine-LakeForest/Alton&Hughes,Irvine,CA,33.654,-117.717
Milwaukee / W. Layton Ave,Milwaukee,WI,42.9604,-87.9233
Carrollton/ I-35E & Valwood Rd,Carrollton,TX,32.9423,-96.9027
Torrance / Lomita Blvd,Torrance,CA,33.8143,-118.346
Jacksonville / Baymeadows Rd,Jacksonville,FL,30.2219,-81.5815
E. Dallas / I-30 & RL Thornton,Dallas,TX,32.797,-96.6898
Houston/North Fwy I &Blue Bell,Houston,TX,29.9057,-95.4132
Baltimore/Nottingham &Wever Rd,Baltimore,MD,39.3687,-76.5099
West Haven / Railroad Ave,West Haven,CT,41.2713,-72.9705
Dallas / Royal Lane & I-35E,Dallas,TX,32.8988,-96.8972
Colorado Sprgs/Union & Academy,Colorado Springs,CO,38.9058,-104.777
Lewisville/I-35E &Business 121,Lewisville,TX,33.025,-96.9896
Las Vegas/Boulder & Desert Inn,Las Vegas,NV,36.1263,-115.081
Sarasota / S.Tamiami Trail,Sarasota,FL,27.2641,-82.5251
Willow Grove / Maryland Road,Willow Grove,PA,40.1615,-75.1269
Houston/S.Hwy 249 & Beltway 8,Houston,TX,29.9259,-95.503
Denver / Sheridan & Hampden,Denver,CO,39.6524,-105.056
Littleton / Broadway & Mineral,Littleton,CO,39.5732,-105.002
Petaluma / Baywood Dr,Petaluma,CA,38.2326,-122.613
Canoga Park / Sherman Way,Canoga Park,CA,34.2003,-118.573
Jacksonvlle/Lane Ave S&Normndy, South",Jacksonville,32205,30.308
Newport News / Warwick & Bland,Newport News,VA,37.1156,-76.5191
Green Brook / Route 22,Green Brook,NJ,40.5896,-74.5021
Monsey/Route 59 & S Remsen St,Monsey,NY,41.1083,-74.0815
Santa Rosa / Santa Rosa Ave,Santa Rosa,CA,38.3918,-122.714
Branford / Summit Place,Branford,CT,41.279,-72.8487
Las Vegas/W.Charleston&Decatur,Las Vegas,NV,36.1593,-115.21
S.San Francisco/El Camino Real,South San Francisco,CA,37.6705,-122.453
Pasadena / S. Arroyo Pkwy,Pasadena,CA,34.1425,-118.148
Tempe / E. Broadway Rd,Tempe,AZ,33.408,-111.904
Phoenix /N.43rd Ave & Grand,Phoenix,AZ,33.5073,-112.15
Phoenix / 17Fwy & McDowell,Phoenix,AZ,33.475,-112.112
Houston / Antoin,Houston,TX,29.8536,-95.4727
Houston/I-10E Fwy & Holland,Houston,TX,29.7729,-95.2354
Austin/5016 E.BenWht&Montopols,Austin,TX,30.2153,-97.7261
Arlington / E. Pioneer Pkwy,Arlington,TX,32.7114,-97.0499
Las Vegas/E.Tropicana&Maryland,Las Vegas,NV,36.1015,-115.134
Fort Worth/Brentwood Stair&I30,Fort Worth,TX,32.7587,-97.2483
Glendale/San Fernando&Colorado,Glendale,CA,34.1395,-118.268
Houston/Harwin Dr & Fondren,Houston,TX,29.719,-95.5214
Irvine / 55 Fwy & MacArthur,Irvine,CA,33.6957,-117.863
Fairfield / N. Dixie Hwy,Fairfield,OH,39.3278,-84.5121
San Francisco / Geary Bl,San Francisco,CA,37.7827,-122.448
Houston/I-45 & Belfort,Houston,TX,29.6738,-95.2673
Las Vegas / S.Decatur & Sahara,Las Vegas,NV,36.1407,-115.209
Tempe / E. McKellips Road,Tempe,AZ,33.4508,-111.911
Richland Hills/Airport Fwy&121,Richland Hills,TX,32.8062,-97.2131
Annandale/Backlick & John Marr,Annandale,VA,38.8291,-77.1948
Fort Worth/ I-30 &LasVegas Trl,Fort Worth,TX,32.7371,-97.4701
Campbell / S.Curtner Ave,Campbell,CA,37.274,-121.946
Aurora/Mississippi &Chambers,Aurora,CO,39.6957,-104.807
Santa Cruz /Capitola Extension,Santa Cruz,CA,36.9839,-121.993
Indianapolis / Lafayette Road,Indianapolis,IN,39.8336,-86.2426
Indianapolis / S. East St,Indianapolis,IN,39.7017,-86.1509
Farmingdale / Broadhollow Rd,Farmingdale,NY,40.7116,-73.4277
Tyson's Corner/ Spring Hill Rd,McLean,VA,38.9306,-77.2347
Fountain Valley / Newhope St,Fountain Valley,CA,33.7124,-117.928
Dallas-WhtRkLk/Winsted&Garlnd,Dallas,TX,32.813,-96.727
Livermore / Southfront Rd,Livermore,CA,37.7026,-121.737
Garland / Plano Rd & Forest Ln,Garland,TX,32.9103,-96.6996
San Jose / Story Road,San Jose,CA,37.3352,-121.846
Aurora / S. Abilene & Florida,Aurora,CO,39.6843,-104.828
Antioch / Sunset Drive,Antioch,CA,37.9988,-121.794
Rancho Cordova / Sunrise Blvd,Rancho Cordova,CA,38.6047,-121.269
Berlin / Berlin Turnpike,Berlin,CT,41.6463,-72.7319
Peabody / Newbury St,Peabody,MA,42.5505,-70.9836
Denver/Blake & CoorsField,Denver,CO,39.7552,-104.993
Evansville/N. Green River Rd,Evansville,IN,37.9944,-87.4938
Burien N./ 1st Ave S.,Seattle,WA,47.4766,-122.332
Rancho Cordova/Mather Field Rd,Rancho Cordova,CA,38.5759,-121.306
Sugar Land / Eldridge Road,Sugar Land,TX,29.6332,-95.6177
Columbus / Eastland Dr,Columbus,OH,39.9211,-82.8795
Sicklerville/Black Horse Pike,Sicklerville,NJ,39.7227,-75.0244
Seattle / Aurora Ave N & 115th,Seattle,WA,47.7129,-122.344
Gaithersburg / Christopher Ave,Gaithersburg,MD,39.1576,-77.2105
Manchester / Tolland Tnpk,Manchester,CT,41.808,-72.5251
Kirklnd-Totem Lk/NE 124th St,Kirkland,WA,47.7079,-122.176
Indianapolis / W.Washngton St,Indianapolis,IN,39.743,-86.2801
S Dallas/Westmorelnd&Ledbetter,Dallas,TX,32.6899,-96.8818
Atlanta / Chantilly Dr & I-285,Atlanta,GA,33.8233,-84.3504
Bensalem / Bristol Pike,Bensalem,PA,40.0913,-74.9232
Evansville / First Ave,Evansville,IN,38.0001,-87.5749
Austin / N.I-35 & Braker,Austin,TX,30.3656,-97.6843
Harbor City / S. Vermont Ave,Harbor City,CA,33.8056,-118.29
Birmingham / Parkway E.,Birmingham,AL,33.608,-86.6905
Sacramento / Frienza Ave,Sacramento,CA,38.6119,-121.424
Carrollton / Realty Drive,Carrollton,TX,32.9579,-96.8594
La Habra / S. Beach & Lambert,La Habra,CA,33.9235,-117.967
Lombard / E. Roosevelt Rd,Lombard,IL,41.8614,-87.9889
Fairfield / Beck Ave,Fairfield,CA,38.2529,-122.066
Seattle / Martin Luther King,Seattle,WA,47.5102,-122.278
Bellevue/ Bel Red Rd,Bellevue,WA,47.6239,-122.158
Citrus Heights / Tupelo Dr,Citrus Heights,CA,38.7041,-121.315
San Jose / 3620 Snell Ave II,San Jose,CA,37.2796,-121.844
Stanton / Knott & Katella,Stanton,CA,33.806,-118.01
Garland / Centerville & Keen,Garland,TX,32.8789,-96.6242
Westford / Littleton Rd,Westford,MA,42.5583,-71.4382
Dallas / Mockingbird & Hwy 75,Dallas,TX,32.8361,-96.7762
Wheat Ridge / W 48th & Harlan,Wheat Ridge,CO,39.7841,-105.065
Berlin / 55 Harker Ave,Berlin,NJ,39.8009,-74.9297
Gretna / Belle Chasse Hwy,Gretna,LA,29.8977,-90.0445
Spring / Louetta Rd,Spring,TX,30.0438,-95.4836
Sacramento / Greenbeck I-80,Sacramento,CA,38.683,-121.334
Houston/S.DairyAshford&Westhmr,Houston,TX,29.7396,-95.6057
Naperville / W Ogden,Naperville,IL,41.7712,-88.185
Carrollton/ East Trinity Mills,Carrollton,TX,32.9849,-96.8657
Waipahu / Ukee St,Waipahu,HI,21.4212,-158.006
Davis / Olive Dr,Davis,CA,38.5431,-121.735
Decatur/WesleyChapel&Snapfingr,Decatur,GA,33.7154,-84.2178
Jacksonville / Timuquana,Jacksonville,FL,30.248,-81.723
Chicopee / Jamrog Dr,Chicopee,MA,42.1913,-72.5749
Alexandria/Gen'l Washington Dr,Alexandria,VA,38.7995,-77.1647
Houston/Veterans Memorial Dr,Houston,TX,29.9716,-95.4856
W.LA/W.OlympicBl&Barngtn (A&B),Los Angeles,CA,34.0354,-118.447
Littleton/ Belleview & SanteFe,Littleton,CO,39.6244,-105.009
Metairie / I-10 & Clearview,Metairie,LA,30.0019,-90.186
Louisville / Bardstown Road,Louisville,KY,38.192,-85.6445
East Hazelcrest/ Halsted / I80,East Hazel Crest,IL,41.5768,-87.6406
Edmonds / Hwy 99 & 230th St SW,Edmonds,WA,47.7899,-122.339
Foster City / Triton Dr,Foster City,CA,37.5643,-122.272
Chicago/ N.Elston Av & Ashland,Chicago,IL,41.9166,-87.6671
Philadelphia / Ridge Ave,Philadelphia,PA,40.0508,-75.2353
Dallas/ Vilbig & FortWorth Ave,Dallas,TX,32.7659,-96.8485
Staten Island/N.StreamGoethals,Staten Island,NY,40.6236,-74.172
Pelham / Spring Rd,Pelham,NY,40.8901,-73.8172
Irving/Country Club & Story Rd,Irving,TX,32.8533,-96.9782
Elk Grove/ Touhy & Elmhurst Rd,Elk Grove Village,IL,42.0072,-87.937
LAX / Century & S.La Cienega,Inglewood,CA,33.9442,-118.37
Denver/ Evans Ave &Colorado Bl,Denver,CO,39.6787,-104.939
Plano / Alma Drive,Plano,TX,33.0424,-96.7177
Lynnwood / Alderwood Mall Blvd,Lynnwood,WA,47.8424,-122.272
Lilburn / Arcado Rd NW,Lilburn,GA,33.8897,-84.1133
Parma / Brookpark Rd,Parma,OH,41.4164,-81.7653
Davie / SW 70th Ave,Davie,FL,26.0951,-80.2389
Allen Park / Enterprise Dr,Allen Park,MI,42.2802,-83.1984
Aurora / Smoky Hill & Buckley,Aurora,CO,39.6264,-104.796
San Diego / 16th & Market,San Diego,CA,32.7112,-117.15
Sterling Hgts/Mound Rd-16 Mile,Sterling Heights,MI,42.5564,-83.0469
E. LA / S.Boyle Heights,Los Angeles,CA,34.0384,-118.221
Springfield / Alban Station Bl,Springfield,VA,38.7338,-77.1971
Littleton/ Kipling & Coal Mine,Littleton,CO,39.6009,-105.111
Sacramento / 57th St,Sacramento,CA,38.5665,-121.433
LA/Venice&10Fwy,Los Angeles,CA,34.0366,-118.373
Miami / SW 28th Lane,Miami,FL,25.7391,-80.2415
Cleveland / W. 117th St - I 90,Cleveland,OH,41.4706,-81.7696
LA / Venice Bl & Hauser Bl,Los Angeles,CA,34.044,-118.362
Aurora / N. Farnsworth Av,Aurora,IL,41.7771,-88.2807
Santa Rosa / Hopper Ave,Santa Rosa,CA,38.479,-122.737
Golden Valley / Winnetka Ave N,Golden Valley,MN,45.004,-93.3791
St Louis/ Hwy367-Parker&Benham,St Louis,MO,38.7874,-90.235
Chicago/S South Chicago Ave,Chicago,IL,41.7411,-87.5718
Orange / N Glassell St,Orange,CA,33.8139,-117.853
SantaFeSprings/RosecransAve,Santa Fe Springs,CA,33.9027,-118.045
Cypress / Valley View St,Cypress,CA,33.8295,-118.029
Stockton / W Charter Way,Stockton,CA,37.932,-121.314
Arlington / 166th Pl NE,Arlington,WA,48.1464,-122.18
Seattle / 15th Ave W,Seattle,WA,47.6346,-122.376
Seattle / NW Market St,Seattle,WA,47.6685,-122.393
Palatine / N Hicks Rd,Palatine,IL,42.1464,-88.0331
ST Charles / N Randall Rd,ST Charles,IL,41.9153,-88.3397
Wheeling / N Elmhurst Rd,Wheeling,IL,42.1421,-87.9362
Bolingbrook/Hist US66 Frontage,Bolingbrook,IL,41.6905,-88.0589
Munster / 45th St,Munster,IN,41.5425,-87.5237
Lafayette / Sagamore Pkwy S,Lafayette,IN,40.4056,-86.8571
Lafayette / S 18th St,Lafayette,IN,40.3694,-86.8756
Lafayette / Tazer Dr,Lafayette,IN,40.4131,-86.8112
Valparaiso / Locust St,Valparaiso,IN,41.4766,-87.0548
West Lafayette/Sagamore Pkwy W,West Lafayette,IN,40.468,-86.9419
Lafayette/Old US Highway 231 S,Lafayette,IN,40.3908,-86.9034
Zionsville/Northwestern Dr,Zionsville,IN,39.9379,-86.2389
Saline / E Michigan Ave,Saline,MI,42.1769,-83.7562
St Clair Shores/20355 E 9 Mile,Saint Clair Shores,MI,42.4664,-82.9116
Waterford / Highland Rd,Waterford,MI,42.6594,-83.4083
Wixom / Pontiac Trl,Wixom,MI,42.5247,-83.5504
Wyoming / Clyde Park Ave SW,Wyoming,MI,42.8736,-85.6845
Grand Rapids / 29th St SE,Grand Rapids,MI,42.9098,-85.6085
Flint / S Dort Hwy,Flint,MI,43.0014,-83.6535
Linden / Linden Rd,Linden,MI,42.8073,-83.7837
New Brighton / 5th St NW,New Brighton,MN,45.0564,-93.1901
Woodbury / Commerce Dr,Woodbury,MN,44.9411,-92.9124
Lakeville / 214th St W,Lakeville,MN,44.6387,-93.2653
Columbus / S High St,Columbus,OH,39.8966,-82.9957
Columbus / Fisher Rd,Columbus,OH,39.9724,-83.1272
Gahanna / Taylor Station Rd,Gahanna,OH,39.998,-82.8368
Powell / Woodcutter Dr,Powell,OH,40.1927,-83.0909
Reynoldsburg / Tussing Rd,Reynoldsburg,OH,39.9279,-82.8042
Marmora / Route US 9 S,Marmora,NJ,39.2615,-74.6491
Neptune Twnshp/Washington Ave,Neptune Township,NJ,40.21,-74.0315
Barnegat / S Main St,Barnegat,NJ,39.7456,-74.2293
Manalapan / US Highway 9,Manalapan,NJ,40.3066,-74.3045
Hauppauge / Old Willets Path,Hauppauge,NY,40.8086,-73.2344
Huntington Sta / E JerichoTpke,Huntington Station,NY,40.834,-73.3849
Lindenhurst / Route 109,Lindenhurst,NY,40.7158,-73.396
Trenton / N Olden Ave,Trenton,NJ,40.2326,-74.7457
Allentown / PA Route 309,Allentown,PA,40.614,-75.5734
Denham Springs / LA Highway 16,Denham Springs,LA,30.5687,-90.9553
Olive Branch / Midsouth Dr,Olive Branch,MS,34.9505,-89.8366
Southaven / Ann Dr,Southaven,MS,34.9928,-89.993
Southaven / Airways Blvd,Southaven,MS,34.9661,-89.9895
Olive Branch / Goodman Rd,Olive Branch,MS,34.9619,-89.8952
Memphis / N Watkins St,Memphis,TN,35.234,-90.011
Collierville / S Rowlett St,Collierville,TN,35.0435,-89.6841
Memphis / Winchester Pointe CV,Memphis,TN,35.0514,-89.8399
Collierville/S Mnt Pleasant Rd,Collierville,TN,35.0367,-89.6604
Memphis / Thomas St,Memphis,TN,35.2321,-90.0181
Memphis / Getwell Rd,Memphis,TN,35.0186,-89.9364
Memphis / E Raines Rd,Memphis,TN,35.0353,-89.846
Brentwood / Carothers Pkwy,Brentwood,TN,35.9623,-86.8002
Smyrna / Wolverine Trl,Smyrna,TN,35.987,-86.556
Houston / S Kirkwood Rd,Houston,TX,29.6631,-95.5866
Fresno / Hwy 6,Fresno,TX,29.5202,-95.4845
Magnolia / FM 2978 Rd,Magnolia,TX,30.1797,-95.6004
Manvel / Highway 6,Manvel,TX,29.4811,-95.3988
Rosenberg / Avenue I,Rosenberg,TX,29.5586,-95.7706
Spring / Gosling Rd,Spring,TX,30.1207,-95.5064
Tomball / Kuykendahl Rd,Tomball,TX,30.1504,-95.5492
Houston / W Airport Blvd,Houston,TX,29.6432,-95.5305
Dickinson / FM 646 Rd E,Dickinson,TX,29.4981,-94.9968
Dickinson / FM 646 Rd W,Dickinson,TX,29.4741,-95.0771
Pearland / Broadway St,Pearland,TX,29.5594,-95.3084
Cypress/Cypress N Houston Rd,Cypress,TX,29.9476,-95.6264
Sugar Land / Highway 90A,Sugar Land,TX,29.6253,-95.6063
League City / Maple Leaf St,League City,TX,29.4887,-95.1611
Richmond / Pointe West Cir,Richmond,TX,29.5625,-95.6936
Cypress / Mueschke Rd,Cypress,TX,30.0041,-95.7244
Houston / Bay Area Blvd,Houston,TX,29.5518,-95.1237
Frisco / FM 423,Frisco,TX,33.1486,-96.8903
Dallas / S R L Thornton Fwy,Dallas,TX,32.6606,-96.8237
Benbrook / Benbrook Blvd,Benbrook,TX,32.6832,-97.4625
Fort Worth / Reggis Ct,Fort Worth,TX,32.8214,-97.0588
Arlington / Harwell Dr,Arlington,TX,32.7673,-97.0866
Carrollton / Keller Springs Rd,Carrollton,TX,32.9695,-96.8482
Cedar Hill / S Clark Rd Ste 11,Cedar Hill,TX,32.5871,-96.9419
Dallas / Slocum St,Dallas,TX,32.7857,-96.8138
Farmers Branch / McEwen Rd,Farmers Branch,TX,32.9286,-96.8367
Dallas / Canton St,Dallas,TX,32.7816,-96.788
Forney / Regal Dr,Forney,TX,32.7421,-96.4569
Ft. Worth / Bryant Irvin Rd,Ft. Worth,TX,32.668,-97.4201
Frisco / 4th Army Dr,Frisco,TX,33.1178,-96.8603
Allen / Andrews Pkwy,Allen,TX,33.1203,-96.6641
McKinney / S Hardin Blvd,McKinney,TX,33.1604,-96.6627
Southlake / S Kimball Ave,Southlake,TX,32.9266,-97.1137
Oklahoma City / N Indiana Ave,Oklahoma City,OK,35.607,-97.5444
Moore / N Service Rd,Moore,OK,35.3663,-97.4955
Oklahoma City / NW Grand Blvd,Oklahoma City,OK,35.547,-97.567
Norman / Bart Conner Dr,Norman,OK,35.2509,-97.4886
Oklahoma City / N Bryant Ave,Oklahoma City,OK,35.5044,-97.4594
Oklahoma City / NW 122nd St,Oklahoma City,OK,35.5939,-97.6582
Oklahoma City / S Shields Blvd,Oklahoma City,OK,35.3798,-97.5031
Oklahoma City / N Western Ave,Oklahoma City,OK,35.5542,-97.5311
Norman / 12th Ave SE,Norman,OK,35.2156,-97.4226
Chickasha / W Almar Dr,Chickasha,OK,35.0207,-97.9335
Oklahoma City / W Britton Rd,Oklahoma City,OK,35.5665,-97.6201
Stillwater / N Perkins Rd,Stillwater,OK,36.1567,-97.0521
Decatur / HF Shepherd Dr,Decatur,GA,33.7121,-84.275
Woodstock / Emma Ln,Woodstock,GA,34.0871,-84.5486
Flowery Branch/Spout SpringsRd,Flowery Branch,GA,34.1702,-83.9024
Augusta / Gordon Hwy,Augusta,GA,33.4502,-82.0699
Marietta / Chance Rd,Marietta,GA,34.0262,-84.5295
Fort Mill / Gold Hill Rd,Fort Mill,SC,35.0603,-80.9628
Orlando / Narcoossee Rd,Orlando,FL,28.4569,-81.2703
Navarre / Navarre Pkwy,Navarre,FL,30.4101,-86.8232
Pensacola / E Olive Rd,Pensacola,FL,30.5095,-87.2217
Ormond Beach / S Yonge St,Ormond Beach,FL,29.2676,-81.0544
Osprey / S Tamiami Trl,Osprey,FL,27.1866,-82.4862
Palmetto / US Highway 301 N,Palmetto,FL,27.5217,-82.5434
Palm Bay / Palm Bay Rd NE,Palm Bay,FL,28.0336,-80.6467
Sanford / W 1st St FL 46,Sanford,FL,28.8111,-81.3214
Winter Garden / W Colonial Dr,Winter Garden,FL,28.5507,-81.566
Windermere / Reams Rd,Windermere,FL,28.4315,-81.5777
Altamonte Springs/Douglas Ave,Altamonte Springs,FL,28.6695,-81.3908
Naples / Airport Rd S,Naples,FL,26.1396,-81.7662
Palm Bay / Babcock St SE,Palm Bay,FL,27.9897,-80.6226
Cocoa / W King St STE 303,Cocoa,FL,28.3552,-80.7766
Land O Lakes / Preakness Blvd,Land O Lakes,FL,28.1898,-82.4381
Spring Hill / County Line Rd,Spring Hill,FL,28.4332,-82.5689
Valrico / Starwood Ave,Valrico,FL,27.8914,-82.2679
Gibsonton / S US Highway 41,Gibsonton,FL,27.8108,-82.3838
Plano / E. 14th Street,Plano,TX,33.0145,-96.6689
CitrusHgt/SunriseVsta-Grenback,Citrus Heights,CA,38.6763,-121.265
Modesto / W. Briggsmore Ave,Modesto,CA,37.6701,-121.028
S.San Francisco/S.Spruce Av II,South San Francisco,CA,37.6525,-122.418
Pacheco / S. Buchanan Circle,Pacheco,CA,37.9906,-122.07
Schiller Park / Irving Park Rd,Schiller Park,IL,41.9568,-87.8686
Lansing / 173rd St / Torrence,Lansing,IL,41.5805,-87.5616
Pleasanton / Boulder St,Pleasanton,CA,37.6717,-121.86
Westchester / S.Sepulveda Blvd,Los Angeles,CA,33.9793,-118.395
Las Vegas/S.Eastern Av & Harmn,Las Vegas,NV,36.1088,-115.121
Burbank / 79th / Sayre,Burbank,IL,41.7492,-87.7944
Los Angeles/W.Manchester Ave,Los Angeles,CA,33.9605,-118.28
Silver Spring/Fenton&Burlingtn,Silver Spring,MD,38.9875,-77.0238
Brooklyn/Emerson Pl & Park Ave,Brooklyn,NY,40.6958,-73.9629
Concord / Treat Blvd,Concord,CA,37.9623,-121.995
Virginia Beach / Holland Rd,Virginia Beach,VA,36.8057,-76.0887
Bayshore / Saxon Ave,Bay Shore,NY,40.7383,-73.2296
E. LA/ N Mission Rd & Broadway,Los Angeles,CA,34.074,-118.196
Mill Valley/Hwy 101,Mill Valley,CA,37.8967,-122.517
Culver City / National Blvd,Culver City,CA,34.0264,-118.379
Patchogue / W.Sunrise Hwy,Patchogue,NY,40.7753,-73.0405
Havertown / W.Chester Pike,Havertown,PA,39.9702,-75.3001
Newark / Fircrest & Overlake,Newark,CA,37.5455,-122.056
Schiller Park / River Rd,Schiller Park,IL,41.9504,-87.8581
Chicago/N.Broadway-Wrigleyvill,Chicago,IL,41.9561,-87.652
Chicago Hts / S Western/ Rt 30,Chicago Heights,IL,41.5038,-87.6733
Arlington Hts/E. University Dr,Arlington Heights,IL,42.1332,-87.9825
Cicero / W. Ogden Ave,Cicero,IL,41.8344,-87.7697
Chicago/W.Howard St &Rogers Pk,Chicago,IL,42.0192,-87.6834
Chicago / N. Western Ave,Chicago,IL,41.9335,-87.6876
Chicago/ Northwest Hwy & Nagel,Chicago,IL,41.9862,-87.7889
Chicago / N.Wells St -Old Town,Chicago,IL,41.9032,-87.6342
Chicago/ N. Pulaski & Peterson,Chicago,IL,41.9877,-87.7305
Fresno,Fresno,CA,36.8096,-119.877
Stockton / N. West Lane,Stockton,CA,37.9886,-121.287
Pantego / W. Pioneer & Bowen,Pantego,TX,32.7122,-97.1604
Alhambra/Mission Rd&Fremont Av,Alhambra,CA,34.0807,-118.147
Anaheim/S.Knott Av & W.Lincoln,Anaheim,CA,33.8304,-118.01
Bloomington / Linden Ave,Bloomington,CA,34.0716,-117.4
Canoga Park / 8050 Deering Ave,Canoga Park,CA,34.2168,-118.594
Canoga Park / 7920 Deering Ave,Canoga Park,CA,34.2139,-118.594
Colton / Fairway Dr,Colton,CA,34.0684,-117.302
Fontana / Valley Blvd,Fontana,CA,34.0702,-117.43
Inglewood / S. Prairie Ave,Inglewood,CA,33.9372,-118.344
Irwindale / Arrow Hwy,Irwindale,CA,34.1064,-117.942
Fairplex/ White Av & Arrow Hwy,La Verne,CA,34.0919,-117.765
Long Beach / Long Beach Blvd,Long Beach,CA,33.7924,-118.19
Culver City/ W.Washington Blvd,Los Angeles,CA,33.9988,-118.419
